folder_path,label
D:\processed_faces\fake\03_01__podium_speech_happy__480LQD1C,1
D:\processed_faces\fake\366_473,1
D:\processed_faces\fake\02_01__walking_and_outside_surprised__YVGY8LOK,1
D:\processed_faces\real\00201,0
D:\processed_faces\fake\073_024,1
D:\processed_faces\fake\02_07__podium_speech_happy__1KPVZAAP,1
D:\processed_faces\real\06__walking_outside_cafe_disgusted,0
D:\processed_faces\real\00168,0
D:\processed_faces\fake\id7_id12_0005,1
D:\processed_faces\real\751,0
D:\processed_faces\fake\341_340,1
D:\processed_faces\fake\02_13__walking_outside_cafe_disgusted__CP5HFV3K,1
D:\processed_faces\fake\01_03__kitchen_pan__JZUXXFRB,1
D:\processed_faces\fake\095_053,1
D:\processed_faces\real\21__walking_down_street_outside_angry,0
D:\processed_faces\fake\847_906,1
D:\processed_faces\real\10__podium_speech_happy,0
D:\processed_faces\fake\id2_id35_0009,1
D:\processed_faces\real\20__kitchen_pan,0
D:\processed_faces\fake\706_479,1
D:\processed_faces\fake\958_956,1
D:\processed_faces\real\275,0
D:\processed_faces\fake\030_193,1
D:\processed_faces\real\471,0
D:\processed_faces\fake\305_513,1
D:\processed_faces\fake\586_223,1
D:\processed_faces\fake\id0_id20_0003,1
D:\processed_faces\real\025,0
D:\processed_faces\real\360,0
D:\processed_faces\fake\575_603,1
D:\processed_faces\real\640,0
D:\processed_faces\fake\id1_id4_0005,1
D:\processed_faces\fake\id1_id16_0001,1
D:\processed_faces\real\071,0
D:\processed_faces\fake\499_539,1
D:\processed_faces\fake\468_470,1
D:\processed_faces\real\id20_0006,0
D:\processed_faces\real\id56_0002,0
D:\processed_faces\real\692,0
D:\processed_faces\real\039,0
D:\processed_faces\real\001,0
D:\processed_faces\fake\693_698,1
D:\processed_faces\fake\01_09__exit_phone_room__6TSGVLHA,1
D:\processed_faces\real\00057,0
D:\processed_faces\fake\01_02__walk_down_hall_angry__YVGY8LOK,1
D:\processed_faces\fake\id0_id28_0001,1
D:\processed_faces\fake\id2_id1_0007,1
D:\processed_faces\fake\690_689,1
D:\processed_faces\fake\884_968,1
D:\processed_faces\real\719,0
D:\processed_faces\fake\643_646,1
D:\processed_faces\real\id54_0006,0
D:\processed_faces\fake\623_630,1
D:\processed_faces\real\id13_0002,0
D:\processed_faces\fake\02_13__exit_phone_room__CP5HFV3K,1
D:\processed_faces\real\00208,0
D:\processed_faces\real\26__kitchen_still,0
D:\processed_faces\fake\547_574,1
D:\processed_faces\fake\02_04__walk_down_hall_angry__SUIZOXAJ,1
D:\processed_faces\fake\id6_id17_0003,1
D:\processed_faces\real\184,0
D:\processed_faces\fake\814_871,1
D:\processed_faces\fake\010_005,1
D:\processed_faces\fake\253_183,1
D:\processed_faces\fake\02_18__walk_down_hall_angry__B95S4G6F,1
D:\processed_faces\fake\493_538,1
D:\processed_faces\fake\871_814,1
D:\processed_faces\real\067,0
D:\processed_faces\fake\877_886,1
D:\processed_faces\real\00127,0
D:\processed_faces\fake\id4_id26_0002,1
D:\processed_faces\fake\02_12__outside_talking_pan_laughing__9D2ZHEKW,1
D:\processed_faces\real\id44_0005,0
D:\processed_faces\real\512,0
D:\processed_faces\fake\id0_id20_0009,1
D:\processed_faces\real\25__walking_down_street_outside_angry,0
D:\processed_faces\fake\534_490,1
D:\processed_faces\real\862,0
D:\processed_faces\fake\148_133,1
D:\processed_faces\fake\id3_id37_0006,1
D:\processed_faces\fake\01_04__exit_phone_room__0XUW13RW,1
D:\processed_faces\real\743,0
D:\processed_faces\real\id16_0013,0
D:\processed_faces\real\311,0
D:\processed_faces\fake\821_812,1
D:\processed_faces\fake\id1_id3_0004,1
D:\processed_faces\fake\386_154,1
D:\processed_faces\fake\id7_id11_0001,1
D:\processed_faces\fake\02_15__hugging_happy__MZWH8ATN,1
D:\processed_faces\fake\id2_id28_0005,1
D:\processed_faces\fake\737_719,1
D:\processed_faces\real\368,0
D:\processed_faces\real\id59_0009,0
D:\processed_faces\fake\01_11__exit_phone_room__4OJNJLOO,1
D:\processed_faces\fake\906_847,1
D:\processed_faces\fake\005_010,1
D:\processed_faces\real\00237,0
D:\processed_faces\fake\739_865,1
D:\processed_faces\real\24__kitchen_pan,0
D:\processed_faces\real\986,0
D:\processed_faces\real\id54_0003,0
D:\processed_faces\fake\373_394,1
D:\processed_faces\fake\01_11__walking_and_outside_surprised__18HYCC8C,1
D:\processed_faces\real\id52_0009,0
D:\processed_faces\real\18__kitchen_pan,0
D:\processed_faces\real\id7_0001,0
D:\processed_faces\fake\781_806,1
D:\processed_faces\real\00204,0
D:\processed_faces\fake\id3_id1_0003,1
D:\processed_faces\fake\id1_id23_0004,1
D:\processed_faces\fake\404_429,1
D:\processed_faces\fake\609_596,1
D:\processed_faces\real\338,0
D:\processed_faces\real\395,0
D:\processed_faces\fake\id9_id0_0000,1
D:\processed_faces\fake\id9_id1_0008,1
D:\processed_faces\fake\id7_id10_0001,1
D:\processed_faces\real\027,0
D:\processed_faces\fake\745_777,1
D:\processed_faces\fake\id5_id59_0008,1
D:\processed_faces\fake\859_843,1
D:\processed_faces\fake\id0_id28_0006,1
D:\processed_faces\fake\02_07__podium_speech_happy__UH60ROEK,1
D:\processed_faces\fake\200_189,1
D:\processed_faces\fake\id1_id6_0002,1
D:\processed_faces\fake\id8_id0_0007,1
D:\processed_faces\real\545,0
D:\processed_faces\fake\id2_id17_0002,1
D:\processed_faces\real\id51_0007,0
D:\processed_faces\fake\818_820,1
D:\processed_faces\fake\874_291,1
D:\processed_faces\real\01__outside_talking_pan_laughing,0
D:\processed_faces\fake\052_108,1
D:\processed_faces\real\id23_0000,0
D:\processed_faces\fake\076_079,1
D:\processed_faces\real\026,0
D:\processed_faces\real\id40_0006,0
D:\processed_faces\real\15__outside_talking_pan_laughing,0
D:\processed_faces\real\705,0
D:\processed_faces\real\13__podium_speech_happy,0
D:\processed_faces\real\606,0
D:\processed_faces\fake\476_400,1
D:\processed_faces\real\982,0
D:\processed_faces\real\03__kitchen_still,0
D:\processed_faces\fake\id4_id3_0004,1
D:\processed_faces\fake\id3_id35_0002,1
D:\processed_faces\real\543,0
D:\processed_faces\fake\id1_id16_0004,1
D:\processed_faces\fake\id6_id2_0005,1
D:\processed_faces\fake\id1_id23_0009,1
D:\processed_faces\real\28__outside_talking_pan_laughing,0
D:\processed_faces\real\id0_0004,0
D:\processed_faces\fake\01_11__hugging_happy__5OVT6C66,1
D:\processed_faces\fake\id1_id9_0002,1
D:\processed_faces\fake\01_15__hugging_happy__02HILKYO,1
D:\processed_faces\real\641,0
D:\processed_faces\fake\524_580,1
D:\processed_faces\fake\id2_id1_0003,1
D:\processed_faces\real\899,0
D:\processed_faces\real\00130,0
D:\processed_faces\fake\901_902,1
D:\processed_faces\fake\848_894,1
D:\processed_faces\fake\440_364,1
D:\processed_faces\fake\02_04__hugging_happy__SUIZOXAJ,1
D:\processed_faces\fake\id2_id20_0007,1
